2024-07-05,70,Ручка,31,678
2024-01-07,24,Блокнот,97,600
2024-05-09,89,Блокнот,4,234
2024-06-15,43,Блокнот,97,423
2024-05-30,90,Карандаш,1,916
2024-03-18,35,Ручка,83,218
2024-05-01,48,Карандаш,43,1175
2024-06-20,7,Карандаш,22,1670
2024-06-07,34,Тетрадь,6,1872
2024-01-20,33,Блокнот,20,1555
2024-02-01,51,Тетрадь,17,163
2024-05-25,53,Ручка,91,1121
2024-05-03,59,Тетрадь,80,1729
2024-04-03,49,Линейка,86,1457
2024-05-07,72,Карандаш,20,586
2024-03-22,99,Линейка,29,141
2024-08-01,70,Тетрадь,9,839
2024-05-26,97,Тетрадь,88,235
2024-08-12,69,Линейка,85,1461
2024-01-09,40,Блокнот,18,1472
2024-03-30,17,Ручка,59,987
2024-06-06,47,Ручка,84,133
2024-08-07,35,Ручка,54,1077
2024-04-08,93,Ручка,66,1347
2024-01-01,71,Ручка,1,1292
2024-01-28,89,Линейка,20,779
2024-07-21,1,Блокнот,39,1194
2024-05-01,43,Блокнот,96,737
2024-05-12,64,Ручка,96,963
2024-06-26,24,Карандаш,20,1862
2024-01-06,36,Блокнот,67,1933
2024-07-12,8,Тетрадь,12,1249
2024-05-16,94,Тетрадь,86,134
2024-01-20,8,Ручка,4,513
2024-06-23,97,Линейка,72,1648
2024-02-11,38,Тетрадь,29,1745
2024-08-02,37,Карандаш,12,1002
2024-04-24,12,Карандаш,22,1838
2024-02-26,83,Ручка,97,842
2024-01-08,47,Тетрадь,76,1083
2024-02-23,12,Карандаш,14,252
2024-03-31,32,Ручка,28,721
2024-06-09,60,Линейка,38,107
2024-01-24,80,Линейка,30,722
2024-07-13,24,Блокнот,13,820
2024-01-21,49,Линейка,9,1739
2024-08-06,51,Блокнот,14,1005
2024-07-06,89,Тетрадь,27,410
2024-02-24,16,Блокнот,59,1154
2024-01-10,59,Тетрадь,59,809
2024-07-18,52,Тетрадь,50,1586
2024-05-03,94,Блокнот,13,655
2024-01-08,100,Карандаш,51,411
2024-03-12,54,Блокнот,90,943
2024-03-25,86,Тетрадь,16,1744
2024-03-23,97,Линейка,85,1748
2024-08-09,71,Тетрадь,84,737
2024-06-24,93,Карандаш,3,1088
2024-06-09,58,Ручка,23,32
2024-02-28,38,Карандаш,86,1825
2024-01-11,11,Карандаш,96,1497
2024-06-04,85,Карандаш,45,1059
2024-08-17,2,Блокнот,35,229
2024-02-09,0,Карандаш,52,1780
2024-08-02,43,Тетрадь,54,358
2024-06-11,4,Карандаш,78,572
2024-06-11,91,Блокнот,5,1843
2024-07-18,47,Линейка,46,1240
2024-07-31,67,Тетрадь,13,1043
2024-08-03,31,Ручка,19,390
2024-02-13,92,Ручка,90,1163
2024-04-15,27,Ручка,83,1358
2024-07-31,87,Линейка,65,1087
2024-06-09,88,Линейка,51,1715
2024-07-17,95,Карандаш,57,1740
2024-03-22,61,Карандаш,51,1866
2024-04-06,71,Линейка,6,770
2024-01-18,50,Линейка,41,1431
2024-06-02,33,Линейка,55,479
2024-07-30,69,Блокнот,98,832
2024-03-29,94,Линейка,89,292
2024-04-18,59,Блокнот,95,894
2024-06-01,68,Линейка,50,783
2024-06-12,89,Линейка,8,1995
2024-01-08,93,Линейка,39,183
2024-02-23,44,Ручка,1,975
2024-07-14,18,Карандаш,44,551
2024-07-15,74,Линейка,72,1674
2024-08-16,34,Ручка,12,79
2024-04-17,43,Карандаш,24,133
2024-04-02,6,Блокнот,80,437
2024-06-04,42,Карандаш,91,1453
2024-03-13,52,Тетрадь,4,1317
2024-04-12,1,Тетрадь,44,1977
2024-07-23,29,Ручка,24,628
2024-06-19,75,Линейка,94,140
2024-04-29,22,Линейка,44,790
2024-03-04,2,Карандаш,74,62
2024-04-07,5,Карандаш,64,1541
2024-02-14,15,Линейка,5,1845
2024-02-15,0,Тетрадь,88,542
2024-03-08,56,Линейка,94,1429
2024-04-15,45,Блокнот,42,173
2024-06-11,49,Блокнот,5,369
2024-07-10,73,Тетрадь,13,1387
2024-02-27,20,Ручка,50,1272
2024-08-02,86,Карандаш,58,861
2024-01-23,35,Блокнот,6,1077
2024-07-13,42,Карандаш,49,1019
2024-03-18,23,Ручка,16,1366
2024-04-09,99,Тетрадь,96,611
2024-02-10,62,Линейка,77,986
2024-06-12,17,Тетрадь,26,1372
2024-05-29,69,Блокнот,29,98
2024-05-15,19,Блокнот,23,1869
2024-05-13,23,Тетрадь,42,508
2024-03-04,66,Блокнот,3,1532
2024-02-09,36,Карандаш,77,1344
2024-06-03,2,Ручка,45,395
2024-03-20,66,Ручка,89,1258
2024-04-05,18,Линейка,96,528
2024-01-29,21,Ручка,63,75
2024-05-13,97,Ручка,82,1847
2024-07-12,26,Ручка,52,156
2024-06-15,41,Ручка,98,1790
2024-02-01,24,Карандаш,87,1034
2024-05-28,54,Линейка,17,903
2024-03-29,30,Тетрадь,56,1267
2024-07-03,53,Линейка,99,1395
2024-01-10,28,Ручка,79,602
2024-01-24,91,Линейка,16,1677
2024-04-17,59,Линейка,28,1756
2024-03-31,28,Линейка,98,1953
2024-08-07,100,Карандаш,21,1099
2024-02-24,54,Тетрадь,95,1327
2024-02-10,70,Блокнот,21,992
2024-07-15,44,Блокнот,89,535
2024-02-27,54,Ручка,2,1083
2024-04-22,27,Тетрадь,100,1894
2024-02-09,7,Блокнот,19,1179
2024-03-24,47,Блокнот,31,709
2024-06-10,85,Карандаш,39,640
2024-06-10,73,Линейка,39,120
2024-05-21,18,Блокнот,10,1475
2024-06-17,11,Карандаш,51,18
2024-05-22,69,Тетрадь,44,1197
2024-07-31,67,Блокнот,64,1244
2024-08-11,53,Карандаш,78,1005
2024-07-09,78,Тетрадь,39,686
2024-03-26,12,Тетрадь,69,1027
2024-05-28,65,Линейка,46,47
2024-01-13,48,Ручка,81,1142
2024-05-16,57,Карандаш,79,1672
2024-03-01,82,Линейка,4,247
2024-04-20,41,Тетрадь,67,1605
2024-07-14,51,Блокнот,14,1363
2024-04-02,43,Ручка,68,801
2024-06-10,26,Тетрадь,28,661
2024-04-16,73,Линейка,95,1331
2024-08-08,70,Тетрадь,71,1522
2024-05-04,18,Блокнот,50,424
2024-08-17,21,Ручка,66,1891
2024-06-29,80,Карандаш,12,1691
2024-02-29,66,Карандаш,1,779
2024-01-04,98,Ручка,66,473
2024-05-27,89,Карандаш,83,1594
2024-04-29,60,Линейка,50,320
2024-08-05,25,Тетрадь,13,1069
2024-01-16,57,Блокнот,96,198
2024-05-26,5,Тетрадь,95,900
2024-06-26,84,Тетрадь,61,976
2024-03-31,61,Блокнот,17,197
2024-03-26,35,Линейка,96,1995
2024-08-04,14,Линейка,58,473
2024-01-13,97,Блокнот,45,506
2024-02-14,26,Ручка,49,573
2024-03-13,12,Карандаш,89,143
2024-07-05,72,Ручка,25,1138
2024-07-27,88,Блокнот,47,1910
2024-03-18,83,Тетрадь,95,1551
2024-02-28,28,Карандаш,31,806
2024-01-03,26,Блокнот,55,38
2024-04-09,4,Блокнот,1,1852
2024-06-17,20,Тетрадь,55,1911
2024-04-09,77,Ручка,5,313
2024-01-05,46,Карандаш,13,706
2024-08-12,35,Ручка,46,1064
2024-06-18,83,Ручка,24,155
2024-02-05,56,Карандаш,97,420
2024-01-01,26,Тетрадь,73,1154
2024-02-11,84,Линейка,100,1476
2024-04-29,7,Ручка,22,1945
2024-02-29,58,Ручка,42,1068
2024-05-09,65,Линейка,49,927
2024-08-11,45,Ручка,99,852
2024-05-01,55,Карандаш,83,562
2024-03-14,40,Линейка,39,1047
2024-02-18,95,Карандаш,41,298
2024-02-10,100,Тетрадь,14,1343
2024-07-13,67,Тетрадь,34,637
2024-05-27,98,Блокнот,1,193
2024-04-10,73,Тетрадь,21,1739
2024-05-02,74,Тетрадь,77,1069
2024-06-24,42,Линейка,31,640
2024-06-20,82,Тетрадь,61,380
2024-05-14,5,Карандаш,10,687
2024-01-24,83,Тетрадь,42,972
2024-04-30,26,Блокнот,43,1406
2024-02-26,67,Линейка,62,1629
2024-04-19,84,Тетрадь,85,1554
2024-05-17,22,Линейка,14,850
2024-06-07,61,Тетрадь,23,148
2024-05-02,9,Карандаш,63,1018
2024-06-04,95,Блокнот,90,540
2024-06-21,66,Тетрадь,9,506
2024-07-19,92,Тетрадь,80,1132
2024-04-07,79,Ручка,97,697
2024-05-19,54,Блокнот,38,779
2024-01-01,32,Линейка,65,1021
2024-03-02,46,Карандаш,70,792
2024-05-13,15,Линейка,71,934
2024-04-13,21,Тетрадь,43,962
2024-03-31,97,Карандаш,14,20
2024-01-11,70,Блокнот,6,1403
2024-07-28,51,Тетрадь,4,1410
2024-04-06,18,Карандаш,89,45
2024-05-25,33,Тетрадь,30,1769
2024-01-10,63,Линейка,83,438
2024-02-05,17,Блокнот,48,1670
2024-05-08,15,Блокнот,94,1284
2024-03-01,85,Линейка,91,889
2024-05-04,25,Блокнот,22,707
2024-02-02,14,Тетрадь,64,1255
2024-02-21,8,Ручка,56,990
2024-07-02,7,Ручка,51,1559
2024-04-09,74,Линейка,54,1572
2024-08-17,52,Блокнот,30,621
2024-03-04,25,Карандаш,57,1499
2024-06-10,68,Тетрадь,2,1072
2024-02-12,54,Блокнот,42,359
2024-01-24,68,Блокнот,30,290
2024-02-11,9,Ручка,57,1247
2024-01-14,93,Тетрадь,96,1673
2024-05-31,2,Карандаш,45,851
2024-06-10,49,Линейка,47,270
2024-02-10,47,Ручка,25,1245
2024-06-05,25,Ручка,61,918
2024-01-28,98,Тетрадь,55,809
2024-01-16,77,Линейка,69,1533
2024-02-14,27,Карандаш,52,1124
2024-02-07,21,Тетрадь,62,1792
2024-06-28,14,Карандаш,71,1756
2024-01-19,13,Карандаш,94,477
2024-04-08,60,Карандаш,90,1781
2024-05-31,68,Карандаш,71,404
2024-01-08,46,Ручка,57,753
2024-04-12,32,Карандаш,38,883
2024-03-12,21,Линейка,21,1589
2024-06-23,65,Тетрадь,84,863
2024-04-15,15,Тетрадь,21,1716
2024-04-12,9,Ручка,52,1986
2024-03-25,49,Ручка,80,172
2024-07-04,71,Карандаш,27,545
2024-01-07,45,Ручка,59,403
2024-03-30,49,Тетрадь,15,1407
2024-07-02,35,Карандаш,79,297
2024-02-03,99,Тетрадь,72,1466
2024-05-15,73,Блокнот,46,352
2024-02-17,82,Тетрадь,67,1539
2024-03-18,39,Ручка,74,1831
2024-08-15,10,Тетрадь,55,273
2024-04-07,90,Ручка,96,1394
2024-05-12,77,Блокнот,14,887
2024-08-10,84,Тетрадь,98,1368
2024-08-04,3,Тетрадь,68,679
2024-06-14,28,Ручка,81,931
2024-04-29,54,Ручка,98,734
2024-01-18,38,Ручка,41,464
2024-04-22,36,Ручка,71,625
2024-05-02,14,Блокнот,6,617
2024-04-01,52,Тетрадь,47,615
2024-02-18,83,Карандаш,84,595
2024-05-05,26,Линейка,51,353
2024-07-18,91,Линейка,90,1722
2024-05-12,53,Блокнот,17,1258
2024-03-12,57,Блокнот,57,1764
2024-08-02,70,Тетрадь,21,525
2024-06-13,57,Линейка,19,152
2024-01-30,67,Блокнот,88,1445
2024-02-06,39,Ручка,40,1525
2024-04-27,77,Линейка,71,23
2024-05-17,100,Тетрадь,17,75
2024-06-28,38,Линейка,74,265
2024-03-27,94,Карандаш,65,670
2024-02-18,61,Блокнот,9,1057
2024-06-06,48,Тетрадь,5,1155
2024-08-01,70,Карандаш,48,187
2024-04-02,55,Карандаш,8,955
2024-04-29,7,Блокнот,25,656
2024-03-10,78,Блокнот,50,690
2024-01-20,33,Тетрадь,11,1872
2024-04-08,49,Блокнот,30,334
2024-06-13,89,Линейка,74,504
2024-05-07,0,Блокнот,80,967
2024-08-05,2,Карандаш,46,99
2024-08-06,20,Блокнот,68,1295
2024-08-02,91,Блокнот,44,236
2024-01-08,20,Карандаш,31,916
2024-07-03,39,Линейка,91,611
2024-01-18,29,Блокнот,42,346
2024-03-16,46,Линейка,87,1005
2024-01-20,58,Тетрадь,29,158
2024-08-07,86,Карандаш,53,1273
2024-03-02,81,Карандаш,47,1314
2024-01-30,79,Карандаш,77,670
2024-02-14,89,Линейка,89,1406
2024-04-24,0,Тетрадь,29,369
2024-04-20,13,Линейка,21,1806
2024-06-14,48,Линейка,49,791
2024-06-28,59,Линейка,70,824
2024-07-12,5,Карандаш,83,1142
2024-08-01,49,Карандаш,66,1418
2024-04-29,95,Блокнот,80,103
2024-06-16,41,Блокнот,42,1273
2024-02-19,18,Блокнот,83,879
2024-03-30,17,Карандаш,45,65
2024-08-02,79,Блокнот,75,1106
2024-08-11,8,Карандаш,82,721
2024-04-13,49,Блокнот,13,970
2024-04-29,78,Карандаш,37,1452
2024-01-02,82,Карандаш,61,1543
2024-04-06,39,Ручка,7,854
2024-06-11,73,Тетрадь,93,370
2024-01-03,43,Тетрадь,30,164
2024-05-28,67,Ручка,8,391
2024-04-08,53,Тетрадь,29,1789
2024-06-29,88,Тетрадь,50,1235
2024-06-27,61,Линейка,14,932
2024-07-26,9,Блокнот,20,1198
2024-04-08,79,Тетрадь,96,1395
2024-06-08,96,Линейка,3,398
2024-02-05,15,Ручка,15,1151
2024-06-26,47,Линейка,70,1435
2024-07-18,72,Блокнот,3,106
2024-01-03,53,Карандаш,34,1373
2024-08-12,18,Блокнот,48,864
2024-03-19,19,Карандаш,55,1474
2024-02-18,50,Линейка,62,653
2024-03-09,60,Карандаш,7,1845
2024-01-23,84,Блокнот,68,362
2024-02-04,44,Линейка,5,452
2024-05-21,94,Карандаш,81,523
2024-05-16,83,Ручка,84,82
2024-07-11,57,Линейка,52,1663
2024-01-25,52,Карандаш,92,1380
2024-04-12,37,Линейка,80,83
2024-04-10,74,Карандаш,22,421
2024-03-11,88,Ручка,95,1490
2024-04-14,65,Блокнот,49,1019
2024-03-06,47,Ручка,18,314
2024-06-08,84,Тетрадь,23,594
2024-05-02,51,Ручка,91,499
2024-02-23,70,Ручка,53,1103
2024-02-23,54,Тетрадь,42,1858
2024-06-06,98,Карандаш,35,1052
2024-06-28,33,Тетрадь,6,1638
2024-07-21,56,Линейка,46,17
2024-07-22,38,Блокнот,38,708
2024-04-20,62,Линейка,52,1213
2024-01-12,51,Карандаш,34,866
2024-03-08,20,Тетрадь,77,1372
2024-01-11,76,Линейка,74,987
2024-01-05,81,Тетрадь,95,1585
2024-08-17,71,Блокнот,8,1507
2024-04-16,95,Карандаш,85,828
2024-03-14,23,Карандаш,38,1364
2024-06-05,20,Ручка,14,1499
2024-07-24,51,Карандаш,49,1972
2024-05-14,2,Карандаш,48,1463
2024-03-27,21,Карандаш,60,1768
2024-01-29,89,Линейка,37,357
2024-04-27,53,Тетрадь,46,432
2024-03-06,60,Линейка,82,1139
2024-04-23,15,Карандаш,97,1032
2024-03-31,85,Ручка,92,1535
2024-07-21,25,Блокнот,78,1726
2024-04-15,12,Линейка,37,1425
2024-01-01,57,Тетрадь,12,1003
2024-05-28,1,Тетрадь,65,1935
2024-08-06,99,Карандаш,69,1512
2024-05-06,78,Тетрадь,38,1211
2024-06-24,100,Линейка,72,613
2024-01-08,52,Линейка,89,540
2024-01-20,95,Блокнот,86,1725
2024-03-08,91,Блокнот,55,1196
2024-05-20,57,Ручка,22,1010
2024-07-21,77,Карандаш,38,1400
2024-08-02,64,Ручка,14,29
2024-05-09,10,Тетрадь,67,76
2024-08-19,92,Тетрадь,46,1622
2024-08-18,85,Линейка,92,52
2024-07-10,80,Линейка,53,1726
2024-06-15,58,Блокнот,69,1265
2024-01-09,78,Тетрадь,9,369
2024-06-08,57,Линейка,42,1433
2024-05-28,0,Карандаш,47,246
2024-04-22,54,Тетрадь,10,548
2024-08-10,30,Ручка,28,348
2024-04-19,42,Ручка,40,1858
2024-03-18,30,Блокнот,27,1753
2024-01-17,21,Тетрадь,21,456
2024-06-21,43,Ручка,63,652
2024-03-08,91,Блокнот,74,1717
2024-06-22,64,Тетрадь,15,1267
2024-05-15,73,Ручка,91,216
2024-03-29,66,Блокнот,45,1880
2024-01-22,36,Блокнот,66,477
2024-01-31,81,Ручка,15,419
2024-02-29,61,Ручка,17,1900
2024-07-27,39,Линейка,69,1947
2024-02-23,49,Ручка,48,579
2024-07-17,2,Ручка,64,1182
2024-04-01,37,Тетрадь,93,665
2024-02-04,33,Ручка,39,1153
2024-04-30,28,Тетрадь,59,1916
